song_name,artist,spotify_id,popularity
Frozen (feat. 070 Shake),"Madonna, Sickick, 070 Shake",34itnB3u4NTwj9ctVfiPmC,51
Stay With Me,The Amazons,1snlNJpIEuYHP8NoWpnFtL,20
Stop Breathing,Playboi Carti,2lLG56qpLP3UbcLuzMvkWX,66
STARGAZING,Travis Scott,7wBJfHzpfI3032CSD7CE2m,74
Toes,Somebody's Child,4i3Q8YFbApV2lSFMqXI9Af,0
Hold Me Like You Wanna,Somebody's Child,7MItjVmFsJjp0BT5Rwf0Gs,0
Alison,Slowdive,33HRECrmuelZxOpid6XTNX,63
Tonight,Coasts,1zBdYp2ntRqJR7KRVevyFj,34
Party Monster,The Weeknd,4F7A0DXBrmUAkp32uenhZt,77
The Sharpest Lives,My Chemical Romance,2kMjk14RmYyYhhSbipoa9U,69
Love From The Other Side,Fall Out Boy,08v6GcxD4gF8aZ1yuPry0A,51
Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",2dHHgzDwk4BJdRwy9uXhTO,81
Parasite,Frank Carter & The Rattlesnakes,4Wsst7bJEVKRWI1vef1S7R,31
"6 Impromptus, Op. 5: Impromptu VI","Jean Sibelius, Leif Ove Andsnes",1juisCcrVdwoLbDWyVvNrX,48
R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,80
505,Arctic Monkeys,0BxE4FqsDD1Ot4YuBXwAPp,86
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Metro Boomin, Travis Scott, 21 Savage",4WuOWVnAqvEQxgSRrspBgt,73
The Perfect Girl,Mareux,5RBOcBpJXaNnHCGViJmYhh,75
HOTEL LOBBY (Unc & Phew),"Quavo, Takeoff",0QNNd0qMCDbraS1nQPg3aA,64
What's My Age Again?,blink-182,4LJhJ6DQS7NwE7UKtvcM52,78
All The Small Things,blink-182,2m1hi0nfMR9vdGC8UcrnwU,82
Fucking Your Culture,$uicideboy$,2gkVweydDn7MmHmqXAlEzk,66
Matte Black,$uicideboy$,0hPRWztAIbNkt6GcFcLiqF,72
Broke Boys,"Drake, 21 Savage",45pUWUeEWGoSdH6UF162G8,65
Raindrops (Insane) [with Travis Scott],"Metro Boomin, Travis Scott",4U7M0eKVrcj05fZkW8uMLZ,45
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",0vjeOZ3Ft5jvAi9SBFJm1j,78
"Wait, Darling, Wait",Astronaut Husband,3S5dbilVRIJLmyUjsPRCyQ,11
Of Hopeful Green Woven,Balmorhea,7Gwstw8rty9dNTPZsMrmC4,19
13 Voices,Sum 41,6StRdUhg9Fdu5X4shUZBeY,38
God Save Us All (Death to POP),Sum 41,20Pa8HCMi8ouYheMZHOjq7,36
War,Sum 41,23Vf9hNoBN8AacpUUHbiRy,64
There Will Be Blood,Sum 41,218skitdmkD4a74t1Ctt4M,32
Breaking The Chain,Sum 41,6pFBYVdgexmt3zLLJUhhvy,45
Fake My Own Death,Sum 41,5Puyl7jW7OkSNL4UyVFTDn,45
EDGING,blink-182,2wVWGFVkL5I3JGsoWBx2AZ,2
Stop The World I Wanna Get Off With You,Arctic Monkeys,2QUlMbvD9bL8wHqfsoqoet,69
Silent Stories,"Karim Baggili, Le Trio Joubran",5X2hmmSLf0VyOU0sEARXtY,0
Experience,"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",1BncfTJAWxrsxyT9culBrj,77
And I Love Her - Live,Brad Mehldau,6mt1oRrpxzon2H7h3pSVil,17
GUMMO,6ix9ine,4HbiCvH1R7mVOJ7KY7JQBD,1
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,90
BEAT MÁGICO QUE MEXE COM A SUA MENTE,DJ GUDOG,6nluwwQLiTI2ExXtWm81w6,1
Call Me - Slowed,plenka,5t1i75ExuS97cGtrbXoQnQ,1
MIDNIGHT,"PLAYAMANE, Nateki",2WzAAerBvZvvFXgUpSwHZ9,63
vendetta!,"MUPP, Sadfriendd",5Sk39LuvdwuvL84jD01Dum,65
Billy Spleen,Sum 41,1oRCJq0IOEcbUCGS8vZoMS,35
Fire,Kasabian,0Ln5tJyLX5qusquBOtq7wf,68
Daddy Issues,The Neighbourhood,5E30LdtzQTGqRvNd7l6kG5,84
Use Somebody,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,80
Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,83
New Medicines,Dead Poetic,2UMuVwCwPUdTmAYYgd88Fg,43
Vivien,✝✝✝ (Crosses),4GPYVJUBEXr0WfhozDhvfr,0
DREAMER,The Blaze,6j2AojKOLW867QDk2hEO5j,46
you're not special,Maggie Lindemann,6Mc1snn8uClt3FzkUREymB,0
Supernatural,Barns Courtney,3HFvMIvCBNGkypFCQUHjyV,47
HOLIDAY,Turnstile,1dB0NylVkpjdOe8DiekIs7,60
No Flockin',Kodak Black,34oWbFBfGEElvgO0a5c9V4,77
KEKE,"6ix9ine, Fetty Wap, A Boogie Wit da Hoodie",14PlDNjNh3pXyHXzkhX8n5,0
Just Wanna Rock,Lil Uzi Vert,4FyesJzVpA39hbYvcseO2d,70
ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",0FZ4Dmg8jJJAPJnvBIzD9z,76
Super Gremlin,Kodak Black,4A8cWXxKfIL3lAyUDzXbCF,67
Change,Sjowgren,03rZ4jEeqvKjrqdRHPZmpp,33
Car Crash in G Major,fanclubwallet,5CKMxyl7q4p0QdpYTesuCZ,42
In The End,Black Veil Brides,1RTYixE1DD3g3upEpmCJpa,69
I Miss You,blink-182,1AdYZ6X00nXmO613Y7GJOl,69
Coconut Dracula,Islander,0bIg6KcTRSCxyILJ2GrHBT,33
"Vermilion, Pt. 2",Slipknot,0O7lENhqOySbsL743G7PqD,68
Drive,Incubus,7nnWIPM5hwE3DaUBkvOIpy,78
Hole in the Earth,Deftones,5Bpc360LNUScK53FrM8nvB,68
Stir Fry,Migos,2UVbBKQOdFAekPTRsnkzcf,73
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",0M9ydKzuF3oZTfYYPfaGX1,71
I Get the Bag (feat. Migos),"Gucci Mane, Migos",1XRgIKC5TPwo7nWGyKqgG0,70
Both (feat. Drake),"Gucci Mane, Drake",5tFep7dXGd7vEJ668wTPux,66
Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",2SAqBLGA283SUiwJ3xOUVI,76
Narcos,Migos,0wbnC9AUenxp613TYaJsGK,66
ORANGE SODA,Baby Keem,5FkoSXiJPKTNyYgALRJFhD,75
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,2LNMhZ3YijTO7USmqjgJfG,59
Love Is Only a Feeling,Joey Bada$$,7umZiitjVsEjMQ6HNddpUI,75
DEVASTATED,Joey Bada$$,4PnNzWe1LJoAMD5j5RHpI0,64
Runnin,"21 Savage, Metro Boomin",5SWnsxjhdcEDc7LJjq9UHk,76
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",3ruoIF2UnoXdzK8mR61ebq,74
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",0QIjsbm2fh1cJ45XO9eGqq,71
Skateboard P (feat. Big Sean),"MadeinTYO, Big Sean",72UCHNyJcymw81x0AKevho,48
Deadz (feat. 2 Chainz),"Migos, 2 Chainz",3sTsxjv7yb0cM3rWvQdVan,53
Fat Lip,Sum 41,4KacUpvbA3Mfo05gttTjhN,73
American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,82
Let's Ride,MxPx,0fS39bIa0jM3NfywM5cb4h,44
"Check Yes, Juliet",We The Kings,17jkqGy5v8YMNRxhnegd6G,12
Miss Murder,AFI,0Ti2dlF2xLjXblvdU5fCxM,71
In My System,Trevor Something,2KSeDCcvzVebdoIjUSJKC0,27
Kerosene,Crystal Castles,6E1YebXpPPtujMUljDNlOo,59
King of Everything,Dominic Fike,0lO1yt6M1l1OAs80M3vEfM,57
When You Were Young,The Killers,70wYA8oYHoMzhRRkARoMhU,77
Imma Lie,VELVETEARS,3w3ywQFzDn2Qp2Kmk9qfQJ,36
Forever the Same,Soft Cell,0WTUYAIm219rVwMgVSqSrH,0
BOOGIE,BROCKHAMPTON,3NuN59jpH3B5cNa2M4r7XG,61
WASTE - Slowed Version,KXLLSWXTCH,4w9TJQQqKXeLMZyzmLVpRI,57
Ordinary Fools,The Chain Gang Of 1974,3hxlkqoAvP572Eo51kf5M4,22
Attack,Thirty Seconds To Mars,0lHSJ0ZP8uUPnJXhMdGjOK,65
Drunk,Viola Beach,7CGfTT4dJXr5POfshGIzXI,0
Nightcall,Kavinsky,0U0ldCRmgCqhVvD6ksG63j,73
Sky Walker (feat. Travis Scott),"Miguel, Travis Scott",5WoaF1B5XIEnWfmb5NZikf,75
5% TINT,Travis Scott,11kDth1aKUEUMq9r1pqyds,76
LOCO,mgk,4jaH6whRB6Zgy5EzvKN5ZL,48
Chill Bill (feat. J. Davi$ & Spooks),"Rob $tone, J. Davi$, J Spooks",5uDASfU19gDxSjW8cnCaBp,72
Tampa,Cico P,4tB6ApBRk7JEBKet5mRFF3,1
Where I Belong,Joey Bada$$,1PwY8OpvFFt7CmnpnPAw7O,34
Lost,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,82
METAMORPHOSIS,INTERWORLD,2ksyzVfU0WJoBpu8otr4pz,77
Rich MF (feat. Polo G & Lil Durk),"Trippie Redd, Polo G, Lil Durk",5KQxun2WxwDMsV7HCN2ONK,0
You've Seen the Butcher,Deftones,0oHj2DHtNVWEgBqOa1bejc,62
Back to School (Mini Maggit),Deftones,0Qrb3L8JgreLBW8g4qyan9,63
Mascara,Deftones,4cLdpErILMO8Db8pQVAVcZ,75
Bee Kind To The Bugs,Culture Abuse,4Uw6gqyHfSsRyVgD0dRjkd,30
Passenger,Deftones,7IoK6jZBxY7NMoQPoPXZCF,70
Dai the Flu,Deftones,2cN7qiHMJflO91pkG9HoO1,64
Rosemary,Deftones,4FEr6dIdH6EqLKR0jB560J,75
Ex Lion Tamer - 2006 Remastered Version,Wire,5bb71zUIXMD6fsnHBLaoQ6,43
Fake Plastic Trees,Radiohead,73CKjW3vsUXRpy3NnX4H7F,81
Let Me Rust,Onslow,2PWYI3OAJaRmfmWHsptBRo,29
Night Ride,The Growlers,2O07FF1DMc1oRDlkIo33FC,57
Tainted Love,Soft Cell,0cGG2EouYCEEC3xfa0tDFV,78
Rich Flex,"Drake, 21 Savage",1bDbXMyjaUIooNwFE9wn0N,75
Spin Bout U,"Drake, 21 Savage",2ZL7WZcjuYKi1KUDtp4kCC,74
What They Gon Say,"Ron Suno, Zay Munna",5XsXZ1c7GKFNfzSsoeYFY7,47
Karma Police,Radiohead,63OQupATfueTdZMWTxW03A,80
Change (In the House of Flies),Deftones,51c94ac31swyDQj9B3Lzs3,81
Lucky You,Deftones,4ahz5OsjKD5PgiL5H5Dz1P,30
Beware,Deftones,2ASygm7048ssav4ekbehPS,70
Diamond Eyes,Deftones,6nmDEbjMZru5j55HIkX2yZ,69
Entombed,Deftones,4bLCPfBLKlqiONo6TALTh5,75
There’d Better Be A Mirrorball,Arctic Monkeys,1zx6GSqLYI2ynzAHnPRKBR,58
Control,Tigercub,0ILT475efW2vVY5pxvCj0m,9
My Own Summer (Shove It),Deftones,1158ckiB5S4cpsdYHDB9IF,81
You Want a Battle? (Here's a War),Bullet For My Valentine,1KCAEG6JcsTzi8ddZzs0nk,59
Tears Don't Fall,Bullet For My Valentine,5pKCDm2fw4k6D6C5Rk646C,67
Your Betrayal,Bullet For My Valentine,25GC50HslaaruyrKjdu0lP,68
A Little Piece of Heaven,Avenged Sevenfold,1BLfQ6dPXmuDrFmbdfW7Jl,73
•NOTDEAD!•,Tom The Mail Man,6fRVwblLIfC5DrVH8swfFs,37
Ultraviolet,The Amazons,6FvkQyoxJlHGnARCr4S02u,36
She's Not Gone Yet but She's Leaving,The Fratellis,4V1fFZJij2G72iELt517X0,63
Eighty-Four,The Strypes,0DxG8MVe9qRQG1gc7LIObk,39
The Importance of Being Idle,Oasis,1gCYG3j4dpZLIE7u6uz2aB,51
Mardy Bum,Arctic Monkeys,2fyIS6GXMgUcSv4oejx63f,72
Homesick,Catfish and the Bottlemen,7lnXzMcgaK7CnzaQ7wj6k0,59
Worried About Ray,The Hoosiers,5WxDUKPTu3SDBma67yf3H5,47
Killin The Planet,The Vines,3nO4DXUbCrJo5u6HVwNvcw,39
Don't Forget Who You Are,Miles Kane,5C7nNkKBjaZRzqt408fxpr,43
Broken,Jake Bugg,1Bph2KY0MA2JUiX5uADWjZ,53
A Sadness Runs Through Him,The Hoosiers,6sNqMaOltCWGmPjQXXFjpR,41
Up To No Good,The Hoosiers,0CS8pfaruqU1ykgmwLteRb,0
Goodbye Mr A,The Hoosiers,4spfRBAAdrMKR35lZWrgYF,53
I'm Not Sorry,The Pigeon Detectives,6IL6VSKkaxQMjCzFTmUwb1,37
Youuu,COIN,0xORFaXxl07BtES8IAJ7OD,0
Fire Alarm,Castlecomer,7IhXIYTj3JnqoyXWut3jFF,44
Summer,Courteeners,6MRSTjacwCIAU6k4W6OFvM,45
Chokehold,SOFT PLAY,5UumUyJOxEWH0va1953JIJ,33
Kill V. Maim,Grimes,3WXhshrs1fzwF3rQE399Gq,60
Love It If We Made It,The 1975,6WmIyn2fx1PKQ0XDpYj4VR,67
Welcome to the Party (feat. Zhavia),"Diplo, French Montana, Lil Pump, Zhavia",0UBafqn0HVWRceDnOv2SZu,44
Watch Me (Whip / Nae Nae),Silentó,5RIVoVdkDLEygELLCniZFr,65
Walk It Talk It,"Migos, Drake",6n4U3TlzUGhdSFbUUhTvLP,71
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",3KkXRkHbMCARz0aVfEt68P,82
One Dance,"Drake, Wizkid, Kyla",5ZKG94fnjiuMH5yrC5S9lS,60
My Name Is,Eminem,5FtID9cgz6hX35unvcxyHk,42
Murder on My Mind,YNW Melly,3dQ7q0vGS0NryPfW1W8wZ3,53
Family and Loyalty,"Gang Starr, J. Cole",5tHf0v419Ia09AS9sEK6iF,41
Shine On,The Kooks,5zsvG3RApT8qMVl7673FqF,46
She Moves In Her Own Way,The Kooks,5xoUgPXbMNUmoHU0Enwtwq,73
•NOTDEAD!•,Tom The Mail Man,1c30r2e9SgkvjikuJBR7ms,0
Genesis,Grimes,0yljUudXzjVcGEoYmLB17X,72
Thank You for the Venom,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,68
Here Comes the Anxiety,The Wombats,4B8lHowyNr1hQzZKmLFdkk,36
Anti-D,The Wombats,5YcJhFBZ2Qw63YSRkpGViL,29
"Cleveland, OH",John Floreani,7shRUgC2n9LbUTt4CkByHC,38
Handsome / RIP,peach tinted,4VwXaLB6ILcbJBEWgEw4eO,0
Oblivion,Grimes,4BY4V1T0RJK1HmD2Q0ClyK,69
Hurricane Love,halfnoise,4Ql4g0hfXEjuPFBnC3tKA0,0
Soapbox Sunday,Courier Club,3znl0hMjQIMNDhlTB6HFhq,0
Liquid Reign,Dark Stares,6IdPy5A6gSs7MvQmi5MNH5,0
Boredom,EVNTYD,22BOsH51Y2OI5NJj2Sfupp,25
fear of failure / scared of success,Shrimp,4FTKMpQaNomHJtonNaUQFj,39
Are U Fucked,The Drums,7vcgbUjkkLyMmQRIhljzOl,26
Nine Lives,Turbowolf,3v7IAZoVxJPt6ezib7Bern,0
Two-Way Mirror,Loathe,0b4TKuvZ4eJ8eHgJgXaCnN,63
Moon Chamber,Embracer,4GmI0Sdjwgtlfkl5XFG9WY,31
Skeleton,Sleep Outside,5tzILassKPTA90pwEDc3eK,0
Radio Songs,Trade Wind,2OHy83wtdMLe4rYe2WjHKG,28
my ex's best friend (with blackbear),"mgk, blackbear",7kDUspsoYfLkWnZR7qwHZl,73
Welcome To The Party,Pop Smoke,0fIffclhgJC5h8AdMMVvkp,64
London Scammer,Tankz,7xD50fgMxpy8SFzyYiLntI,0
My Town (feat. Joe Talbot),"Frank Carter & The Rattlesnakes, Joe Talbot",7wENOKvqU7Noq6cutuH9Bp,0
Refusal,Strike Anywhere,1nDAlB9sVAeJfMt2rGM0Hi,36
Electric Feel,Turbowolf,24v0Y9tlf0Gdx0n8yXDoKB,0
Annabelle,Creeper,0YleaEnWaNdvLMEkKV8xLQ,37
Black Magic,The Amazons,243b3t0P416vtdmxRllHEV,47
All I Wanna Do,Splashh,0KpAVBksVbvcGSuytBQN5D,13
daphne did it,cleopatrick,0QZ3iagvfN7158bVgqIkPR,45
hometown,cleopatrick,6p8DGrcAUBuLUgDIKcUn0P,56
Dream of Me,The Winters,1t3xVoG5A4nww8Uq9ICpBA,16
Sweet Emotion,The Kooks,0hIGUS1PQbv5NIrHIf6Fza,58
Reckless Tongue,Airways,2JG9Gdo54L72gepntVPZQ4,47
The Big What If,Pulled Apart By Horses,5cnjSorGZUm4ytova9wQAn,0
Devil Inside Me,Frank Carter & The Rattlesnakes,0md4Z6wyXaDpK0ukd65Uhv,0
Sticky,Frank Carter & The Rattlesnakes,3vYPewEoVra8hwQDgXupFU,0
Crowbar,Frank Carter & The Rattlesnakes,11OQwJRPEopeGHhptMx4IW,0
Go Get A Tattoo (feat. Lynks),"Frank Carter & The Rattlesnakes, Lynks",0VgusNztENSWoFdKeE1cJI,0
Vampires,Frank Carter & The Rattlesnakes,6IW5yPlWJYmXxRuuc7QkMx,0
241,Rivermaya,7LhBsKWZ3HPPNN61Kj8Ipe,55
On & On,PLTS,31T7uoLzbyUgUs2RFtK3xR,39
Begging For The Sun to Go Down,Make Do And Mend,686EwHKpAplQvyKB1kZrmh,23
keeping up,Microwave,0hNYLB7e65l1EAXEI8hNlm,44
Dull,Microwave,0EqYhjT0rdN4pd274dHj8y,48
Circling the Drain,Microwave,5HNNu02Psy9WwWNuNlLlie,34
"But Not Often,",Microwave,55GXIimdbcYKWpTNVByTfG,51
Lighterless,Microwave,2vz0FuZC8HrDEjxXSHODsZ,46
Ungrateful,Central Cee,1fBaPpiFIepmaMkJqHcPBh,58
Khabib,Central Cee,2ZVSjes0VFYg9uJu4olsi4,59
Commitment Issues,Central Cee,0UCKUJU94sx8XBQnaNsRkB,63
6 For 6,Central Cee,1tLV0GD0WXQ1Z8BKOQscti,62
Overseas,"D-Block Europe, Central Cee",337kcYVjYXdLBItCw9ry3b,70
"Eurovision (feat. Rondodasosa, Baby Gang, A2 Anti, Morad, Beny Jr, Ashe 22 & Freeze corleone)","Central Cee, Rondodasosa, Freeze corleone, Baby Gang, A2ANTI, Morad, Beny Jr, ASHE 22",4f5TKGvkD4TkTjr61GKNAG,65
Obsessed With You,Central Cee,4oxGI8yyghLuMV7ybRG3kg,66
Day in the Life,Central Cee,1o6x7iRcDQPEEg8YPgLeVA,66
Loading,Central Cee,4vzJrkfHbCGaodPA5RY5BV,70
Doja,Central Cee,3LtpKP5abr2qqjunvjlX5i,77
Kitty Sucker,Frank Carter & The Rattlesnakes,457BpNlDPJnuf94rY1fuWw,0
Lullaby,Frank Carter & The Rattlesnakes,7ASF3rcQSjd8bK9jmSTC2d,0
Near,Bilmuri,0rnCdgLTJNh23XJBIMLpDq,48
Drag Me,Tiny Little Houses,57hVMMWUnCeUsC3s1AF03s,21
Into the Night (Radio Edit),Pale Seas,1m9Y0ylmK6lByLFLrp2FwZ,18
The Big Wild,Black Foxxes,1OSw5nlN9xI3X7Q1amE5lh,0
Bury Me,The Luka State,66GX0x1JUZYO85hm4RJveC,0
Cave Song,Pretty Vicious,2lxqOVJzuS0s1SgulAvkav,47
Bad Weather,Blis,4Dxgnr70umfpy3ldffgw30,1
Take Me Home,Blis,7sNG7oRMlGmxgtXYvIWnw9,0
Undone,PÆRISH,5VW0SagBIrGCmwlL1j51c6,0
Doom Boy,The Dirty Nil,6drR51URZ6FVzyehOOb5XD,36
welcome and goodbye,"Dream, Ivory",0CWfsGlbmT0ZcAV3WetvPf,0
Two Weeks,Grizzly Bear,0iTpQYzJnYgh7kIxyq8A2O,2
July,HUNNY,7utenMA93Ldpg9O5oC6AP4,44
Cry For Me,HUNNY,4tyJ6cRDQOQMeZLwMqFjax,44
Vowels (and the Importance of Being Me),HUNNY,2yfu1w0yFYHAHnr4p5JS7V,53
Televised,HUNNY,35Ki1lvKPC2sFBD3GmKdRG,59
"Too Much, Too Soon",Our Past Days,4NLj8m6lkfyP7fSz0PjwiO,23
I'll Be Fine,"Parkwood, Christopher Vernon",1PNDKN4VFcm3Fd22OozoQQ,32
Evil Side,The Dirty Nil,5YOLLCc8sO6PA1B7hlWxMO,39
Whatever Lets You Cope,Black Foxxes,1GlQsidelzGk9ljW0DQH4n,0
Agoraphobia,Deerhunter,7wBMSC2iKZovFk0IjcVIEy,39
Dumb,Lower Than Atlantis,6jTS4YVaXS3nkGqmWqSt9f,28
Cherry Waves,Deftones,70L6nHORQsblY813yNqUR3,79
Where You've Been Hiding,Oso Oso,3L4KeuZsCf5PHkXPvvvCQG,40
Be Quiet and Drive (Far Away),Deftones,4Uiw0Sl9yskBaC6P4DcdVD,80
Found What I've Been Looking For,Tom Grennan,4Gw1SXoN1MlAmdM3J1NjmR,57
Someone Somewhere Somehow,Super Whatevr,2fOGCHOxrYrzcu9gX5Fgjg,41
My Name Is Thunder (Rock Version) - Bonus Track,"Jet, The Bloody Beetroots",3NZPL0RGECU9cA556BxNa9,0
Bollywood Apologetics,Black Wing,2g8DYqXZtARq84f6jpeTAI,28
Bide Your Time,Courteeners,2aDvbMDdwFI2h1nfwcCkfF,21
Are You in Love With a Notion?,Courteeners,4InRglDVQnb04pbkusU1ht,54
Seen It All,Jake Bugg,4Y7FCCc3LvDxfzLjXJgi0v,56
Simple As This,Jake Bugg,59xYAblNy1Xr4U1IsJ3gZb,55
Lightning Bolt,Jake Bugg,79DO6dBi8936P6EShLB209,62
Two Fingers,Jake Bugg,582EVyAFKmKPa1bVPSDurJ,60
Whistle For The Choir,The Fratellis,4DQ1VuWATAvpueRqTTqFQp,49
Starcrossed Losers,The Fratellis,462awlSdAv4Vk9iTbqUgBh,41
Chelsea Dagger,The Fratellis,1bCmvezFg5MRcENzCGG1Cy,70
Sway,The Kooks,40LGKU0kbnbx4NXEMhTTXT,53
Leave It In My Dreams,The Voidz,31u6rUeIEXGrYVoh10U7eu,52
Shoulder Pads,Gleemer,48mVaUFxgaJD4zslpyjwL5,25
Ever (Foreign Flag),Team Sleep,6lj90SlDI7l1xDLVuxEFDH,57
Imposter Syndrome,The Band Royale,5vddHwJoXNgUJMpx9dkmnq,31
Obsession,The Cairos,7oYbARmDk13V4WqtRtrLwm,37
subside,Oso Oso,62DuxL633X8Vs0z5HwdUUK,26
Only You,The Bohicas,1RCEmWa69NNFOEkMmG42yZ,16
She Takes Her Time,SPINN,5pk0TdPJMLTXr81xi126DF,0
Driving at Night,JAWS,1oIctUX5r0zwUddtsI1PCw,20
Sad Happy,Circa Waves,3SymLVYLCAyO8b0hC3SV13,45
Bliss,SPINN,2DXmykkUCpt6MEiPiG5qUt,0
Is There Something That I Missed?,SPINN,4RHu20Wuamsak14msgLYqe,0
Do What You Want,High Tyde,5GYOClPZjL0lw77kujo8wS,30
Suitcase,The Bulletproof Bomb,7lqe6fhu3yfnkNPD1sDJwz,20
15 Missed Calls,Mouth Culture,2tc97WIewRCpScw2jOf9QH,34
Not The Same Anymore,The Strokes,5ncofiedz9Ej6YkvvXMKVn,59
A Thousand Trees,Stereophonics,1db3SIEE43i16Vb17JpoMh,58
Afterlife,Avenged Sevenfold,7zAt4tdL44D3VuzsvM0N8n,74
Rum Rage,Sticky Fingers,3OwsQhfC9eJdOlD3IO74l4,61
Australia Street,Sticky Fingers,2e9OK4HiyXyAH5oEtaxnIc,65
How To Fly,Sticky Fingers,6I3Evf3nNhxFA5lSM37Y0v,70
She Burns,Foy Vance,70rOXPlQGVjEkboInw5EBk,52
Wake Up,Circa Waves,0HBcIyykwuLbVvwMgUpF5O,0
Piledriver Waltz,Arctic Monkeys,4Ai0ANRDYwx6mCD4Uty1WS,62
Ooh La,The Kooks,2Uf9WTBWMA8S9Lh3k3Rui6,66
Always Where I Need To Be,The Kooks,6gGSSrKMiV2yec1DrqGhhy,59
Bad Habit,The Kooks,3huV7eiNpaQlCB3LbZi9bB,61
Naive,The Kooks,7BHPGtpuuWWsvE7cCaMuEU,77
Be Who You Are,The Kooks,0z4PKWmzButKqskvvl37iR,0
Arabella,Arctic Monkeys,7nzsY8vlnKdvGOEE0rjAXZ,75
Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,86
I Wanna Be Yours,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,91
Why'd You Only Call Me When You're High?,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,84
I Bet You Look Good On The Dancefloor,Arctic Monkeys,3DQVgcqaP3iSMbaKsd57l5,73
LoverFriend,Rosalyn,0yJiZz7HhBuiR0JnOZohqS,31
It's Called: Freefall,Rainbow Kitten Surprise,474uVhyGgK5MtY9gMcDgGl,80
Unbound,Cathedrals,2djWLyK8tiIrO2BwodQ5ZU,38
Harlem,Cathedrals,3beCeJvUFvtyGbmDis7sPb,33
Howling,Cathedrals,5BqfP9NnRR9G8lnlwjxxk4,0
Fever To The Form,Nick Mulvey,1QJnDJuYOGj05iSc4eWGr5,66
The Place I Left Behind,The Deep Dark Woods,7BbAqle8lyB3S56Q9MPTZB,43
In the Dark,Cathedrals,49gE0a0YPRMXRp43QhnHH8,43
House Of Saint Give Me,Nick Mulvey,7qf5OcXb7UC6FHKWNxzxbJ,28
The Cage,Vera Sola,2K2mYJv6SOcIiAYHFAqiDO,0
Cold,Novo Amor,2PYRqwROIlW4t4Gh0uDD3d,57
Twice,Catfish and the Bottlemen,2sewj0rFvlr3aEM3bGy12n,58
Deadcrush,alt-J,26JGATuL9PiVya5TjNAsCe,58
Devil Like Me,Rainbow Kitten Surprise,0HsGh7cboYz6cVMIyFrQ8j,0
May 1st,Beach Fossils,36bVcRltxiQSg0ZEHDAZZ1,51
The Shaking of Leaves,Into It. Over It.,15ntzhqIPCO6q3PuyJ9wZ2,26
A Mile High,Souvenirs,0fwLY4EBY7OxJO1PTGA6JS,20
Float,"Souvenirs, Davey Havok",1CMTKeYfROL8xcwLJ0e5aB,23
The Night I Drove Alone,Citizen,5iZw5AzGiQx5rmmocWBFOz,54
Humming,Turnover,08So6XATkbLYP26vn6AjaM,52
Dizzy On the Comedown,Turnover,3vkj94FiLgUz3ysZcmIXPx,56
Cocoon,Catfish and the Bottlemen,1B241LRKmK6qDDTZfUajmm,67
Colours,Luna Bay,5JBLsMbJSX6MhJ5InW5FPQ,20
Smoke and Mirrors,Luna Bay,1IaWwNH93NbgY0a4VPkAd7,22
20 Signs,Luna Bay,6wASObGcDb27c5dvv2wu5F,25
Blue,Luna Bay,288Xblc7ODtOtK4grOBBHs,28
Hometown,Luna Bay,2r9NJPtc6swDq85fWFVfnP,36
LIMBO (feat. Killstation),"XXXTENTACION, Killstation",2hv3PVAj6KKDOVNhyRfjeG,54
This Must Be My Exit,Oso Oso,1575gcQIwMRZ9a2ioMh3aQ,43
17,Wunderhorse,6M6B25BFwE2h7W5izrDYmD,20
Leader of the Pack,Wunderhorse,5ZrE7guVgMc6Vjvri6aZYg,39
Subterraneans,Willie J Healey,1xK8d8CjyezmA361G24Cyz,0
We Should Hang,Willie J Healey,1lTYdNZ1Hjc5gwU1lPvTmm,33
Before Sunrise,Gengahr,6Om7oNXeYziH2tnKTNyWg3,32
Heavenly Maybe,Gengahr,1eiR1ZQMYxyqHY9cXm0RgT,44
Love is a Laserquest,Arctic Monkeys,0S6CXA5LpRDX6b4akgrOot,61
